tmdb_id,imdb_id,title,original_title,original_language,release_date,year,runtime_min,genres,popularity,vote_average,vote_count,budget_usd,revenue_usd,overview,tagline,director,top_cast,production_companies,production_countries,us_rating,keywords,poster_path,tmdb_url
536554,tt8760708,M3GAN,M3GAN,en,2022-12-28,2022,102,"Science Fiction, Horror",8.7048,7.028,4741,12000000,181796517,"A brilliant toy company roboticist uses artificial intelligence to develop M3GAN, a life-like doll programmed to emotionally bond with her newly orphaned niece. But when the doll's programming works too well, she becomes overprotective of her new friend with terrifying results.",She's more than a toy. She's family.,Gerard Johnstone,"Allison Williams, Violet McGraw, Amie Donald, Jenna Davis, Ronny Chieng","Atomic Monster, Blumhouse Productions, Divide / Conquer",United States of America,PG-13,"android, artificial intelligence (a.i.), killer robot, aunt niece relationship, evil doll, slasher, orphan, car accident, niece, robot",https://image.tmdb.org/t/p/w500/d9nBoowhjiiYc4FBNtQkPY7c11H.jpg,https://www.themoviedb.org/movie/536554
1550797,tt32594892,Prep & Landing: The Snowball Protocol,Prep & Landing: The Snowball Protocol,en,2025-11-27,2025,22,"Animation, Comedy, Fantasy, Family",8.7046,7.2,27,0,0,"Christmas elves Lanny and Wayne panic when their holiday missions go awry, leaving Wayne thinking he's in BIG trouble with Santa and accidentally revealing other merry mishaps.",Dropping in for the holidays!,Shane Zalvin,"Dave Foley, Derek Richardson, Sarah Chalke, Debi Derryberry, Colleen Evanson","ICON Creative Studio, Disney Television Animation","Canada, United States of America",G,"hijinks, buddy comedy, told in flashback, christmas, christmas special, elf",https://image.tmdb.org/t/p/w500/olbxBEAGaYCgyi2EEecuwa5tuUl.jpg,https://www.themoviedb.org/movie/1550797
842675,tt13539646,The Wandering Earth II,流浪地球2,zh,2023-01-22,2023,174,"Science Fiction, Action, Adventure",8.6892,7.3,704,73800000,665000000,"Humans built huge engines on the surface of the earth to find a new home. But the road to the universe is perilous. In order to save earth, young people once again have to step forward to start a race against time for life and death.",,Frant Gwo,"Wu Jing, Andy Lau, Li Xuejian, Sha Yi, Ning Li","Guo Fan Culture and Media, G!Film Studio, DF Pictures, China Film Group Corporation",China,NR,"space travel, space station, earth in peril, global threat, giant engine, global government, admiring",https://image.tmdb.org/t/p/w500/jAZzFYS36UFT0SKhKVmEY7qShal.jpg,https://www.themoviedb.org/movie/842675
512200,tt7975244,Jumanji: The Next Level,Jumanji: The Next Level,en,2019-12-04,2019,123,"Adventure, Comedy, Fantasy",8.6881,6.876,9272,125000000,801693929,"As the gang return to Jumanji to rescue one of their own, they discover that nothing is as they expect. The players will have to brave parts unknown and unexplored in order to escape the world’s most dangerous game.",The game has evolved.,Jake Kasdan,"Dwayne Johnson, Kevin Hart, Jack Black, Karen Gillan, Awkwafina","Columbia Pictures, Seven Bucks Productions, Matt Tolmach Productions, The Detective Agency",United States of America,PG-13,"magic, animal attack, body-swap, adventurer, superhuman strength, duringcreditsstinger, kids, action hero, trapped in a game",https://image.tmdb.org/t/p/w500/jyw8VKYEiM1UDzPB7NsisUgBeJ8.jpg,https://www.themoviedb.org/movie/512200
50620,tt1673434,The Twilight Saga: Breaking Dawn - Part 2,The Twilight Saga: Breaking Dawn - Part 2,en,2012-11-13,2012,115,"Adventure, Fantasy, Drama, Romance",8.6793,6.457,9322,120000000,829747654,"After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.",The epic finale that will live forever.,Bill Condon,"Kristen Stewart, Robert Pattinson, Taylor Lautner, Peter Facinelli, Elizabeth Reaser","Summit Entertainment, Temple Hill Entertainment, Sunswept Entertainment",United States of America,PG-13,"based on novel or book, vampire, villainess, affectation, romance, teen movie, werewolf, supernatural creature, super strength, imprinting",https://image.tmdb.org/t/p/w500/7IGdPaKujv0BjI0Zd0m0a4CzEjJ.jpg,https://www.themoviedb.org/movie/50620
157350,tt1840309,Divergent,Divergent,en,2014-03-14,2014,140,"Action, Adventure, Science Fiction",8.6725,6.906,13379,85000000,288885818,"In a world divided into factions based on personality types, Tris learns that she's been classified as Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.",What makes you different makes you dangerous.,Neil Burger,"Shailene Woodley, Theo James, Zoë Kravitz, Miles Teller, Jai Courtney","Summit Entertainment, Red Wagon Entertainment",United States of America,PG-13,"mind control, future, based on novel or book, dystopia, injection, futuristic, transhumanism, individuality, alternative reality, caste system",https://image.tmdb.org/t/p/w500/aNh4Q3iuPKDMPi2SL7GgOpiLukX.jpg,https://www.themoviedb.org/movie/157350
259316,tt3183660,Fantastic Beasts and Where to Find Them,Fantastic Beasts and Where to Find Them,en,2016-11-16,2016,133,"Fantasy, Adventure",8.6705,7.307,19605,180000000,809342332,"In 1926, Newt Scamander arrives at the Magical Congress of the United States of America with a magically expanded briefcase, which houses a number of dangerous creatures and their habitats. When the creatures escape from the briefcase, it sends the American wizarding authorities after Newt, and threatens to strain even further the state of magical and non-magical relations.",From J.K. Rowling's wizarding world.,David Yates,"Eddie Redmayne, Katherine Waterston, Dan Fogler, Alison Sudol, Colin Farrell","Heyday Films, Warner Bros. Pictures","United Kingdom, United States of America",PG-13,"witch, new york city, robbery, escape, teleportation, magic, suitcase, mistake, spin off, subway station",https://image.tmdb.org/t/p/w500/fLsaFKExQt05yqjoAvKsmOMYvJR.jpg,https://www.themoviedb.org/movie/259316
353486,tt2283362,Jumanji: Welcome to the Jungle,Jumanji: Welcome to the Jungle,en,2017-12-09,2017,119,"Adventure, Comedy, Fantasy, Action",8.6573,6.818,14377,90000000,995339117,"Four teenagers in detention discover an old video game console with a game they’ve never heard of. When they decide to play, they are immediately sucked into the jungle world of Jumanji in the bodies of their avatars. They’ll have to complete the adventure of their lives filled with fun, thrills and danger or be stuck in the game forever!",The game has evolved.,Jake Kasdan,"Dwayne Johnson, Kevin Hart, Jack Black, Karen Gillan, Rhys Darby","Matt Tolmach Productions, Seven Bucks Productions, Columbia Pictures",United States of America,PG-13,"video game, fighter, sequel, detention, explorer, based on movie, gaming, quest, cartographer, action hero",https://image.tmdb.org/t/p/w500/pSgXKPU5h6U89ipF7HBYajvYt7j.jpg,https://www.themoviedb.org/movie/353486
1301994,tt32628897,Nurse Abi,Nurse Abi,tl,2024-06-21,2024,46,Drama,8.6441,3.5,2,0,0,"When overworked graphic designer Roy faints, he wakes up to the beautiful Nurse Abi taking care of him. This starts Roy’s fantasy of going out and sleeping with Nurse Abi. But can he turn this fantasy into a reality?",,Dustin Celestino,"Vince Rillon, Alessandra Cruz, Marc Capilador, Aina Ashley Roque, Reynaline Delos Santos",Vivamax,Philippines,,sexual fantasy,https://image.tmdb.org/t/p/w500/4ZdtEUML3afyk1eE1hSh286jPtf.jpg,https://www.themoviedb.org/movie/1301994
330459,tt3748528,Rogue One: A Star Wars Story,Rogue One: A Star Wars Story,en,2016-12-14,2016,133,"Action, Adventure, Science Fiction",8.6431,7.504,16275,200000000,1056057273,A rogue band of resistance fighters unite for a mission to steal the Death Star plans and bring a new hope to the galaxy.,Empires are built on fear. Rebellions are built on hope.,Gareth Edwards,"Felicity Jones, Diego Luna, Alan Tudyk, Donnie Yen, Jiang Wen",Lucasfilm Ltd.,United States of America,PG-13,"rebellion, spacecraft, rebel, space battle, space travel, prequel, female protagonist, space western, suicide mission, robot",https://image.tmdb.org/t/p/w500/i0yw1mFbB7sNGHCs7EXZPzFkdA1.jpg,https://www.themoviedb.org/movie/330459
64688,tt1232829,21 Jump Street,21 Jump Street,en,2012-03-14,2012,109,"Action, Comedy, Crime",8.6395,6.885,10929,42000000,201585328,"When cops Schmidt and Jenko join the secret Jump Street unit, they use their youthful appearances to go undercover as high school students. They trade in their guns and badges for backpacks, and set out to shut down a dangerous drug ring. But, as time goes on, Schmidt and Jenko discover that high school is nothing like it was just a few years earlier -- and, what's more, they must again confront the teenage terror and anxiety they thought they had left behind.",The only thing getting blown tonight is their cover.,"Phil Lord, Christopher Miller","Jonah Hill, Channing Tatum, Brie Larson, Dave Franco, Rob Riggle","Columbia Pictures, Relativity Media, Original Film, Metro-Goldwyn-Mayer, Stephen J. Cannell Productions, SJC Studios",United States of America,R,"drug dealer, high school, investigation, nerd, male friendship, parody, jock, crude humor, undercover cop, high school student",https://image.tmdb.org/t/p/w500/8v3Sqv9UcIUC4ebmpKWROqPBINZ.jpg,https://www.themoviedb.org/movie/64688
1107166,tt1764551,Psycho Killer,Psycho Killer,en,2026-02-20,2026,91,"Crime, Horror, Mystery",8.6353,5.25,10,10000000,2376805,"Following the brutal murder of her husband, a Kansas highway patrol officer sets out on a journey to track down the perpetrator. As the hunt progresses, she comes to realize the man responsible is a sadistic serial killer, and the depth of his mental depravity and his sinister agenda is more twisted than anyone could have imagined.",He’s coming for you.,Gavin Polone,"Georgina Campbell, James Preston Rogers, Malcolm McDowell, Logan Miller, Grace Dove","New Regency Pictures, Vertigo Entertainment, Constantin Film, Regency Enterprises","United States of America, Germany",R,"police, cult, cop, murder, priest, serial killer, slasher, church, power plant, satanic",https://image.tmdb.org/t/p/w500/5xgxxmLivJXL8aF0HdZfpx8aAIo.jpg,https://www.themoviedb.org/movie/1107166
1450379,,King of Painting,大画王,zh,2025-03-21,2025,0,"Adventure, Science Fiction",8.6345,6.0,7,0,0,"Ke Huan is a talented and dreamy painter, but in this ""era of hype by all"", he became a joke in Tangzhuang, a painter village, because he was busy painting. Just when he couldn't pay the rent, was bullied by his peers, and his girlfriend was stolen by his rival, an alien changed his fate! With the help of ""it""'s superpowers, the protagonist Ke Huan drove a luxury car, lived in a luxury house, held his dream exhibition, became a hot painter, and reached the peak of his life! The arrival of ""it"" also caused trouble everywhere, shocked the world, and caused panic among the people. The police, opponents, and even aliens came to the door one after another.",,Li Kelong,"Li Kelong, He Huan, Pari, Zhu Rongjun, Xu Juncong",Shangxianyue Films,China,,,https://image.tmdb.org/t/p/w500/eanTANOpYFy2Ir692wqUwdeZS6T.jpg,https://www.themoviedb.org/movie/1450379
398978,tt1302006,The Irishman,The Irishman,en,2019-11-01,2019,209,"Crime, Drama, History",8.6244,7.576,7436,159000000,968853,"Pennsylvania, 1956. Frank Sheeran, a war veteran of Irish origin who works as a truck driver, accidentally meets mobster Russell Bufalino. Once Frank becomes his trusted man, Bufalino sends him to Chicago with the task of helping Jimmy Hoffa, a powerful union leader related to organized crime, with whom Frank will maintain a close friendship for nearly twenty years.",His story changed history.,Martin Scorsese,"Robert De Niro, Al Pacino, Joe Pesci, Harvey Keitel, Ray Romano","Tribeca Productions, Sikelia Productions, Winkler Films",United States of America,R,"chicago, illinois, philadelphia, pennsylvania, based on novel or book, hitman, war veteran, pennsylvania, usa, gangster, 1970s, irish-american, male friendship",https://image.tmdb.org/t/p/w500/mbm8k3GFhXS0ROd9AD1gqYbIFbM.jpg,https://www.themoviedb.org/movie/398978
1232546,tt30955489,Until Dawn,Until Dawn,en,2025-04-23,2025,103,"Horror, Mystery",8.6202,6.305,1349,15000000,54105064,"One year after her sister Melanie mysteriously disappeared, Clover and her friends head into the remote valley where she vanished in search of answers. Exploring an abandoned visitor center, they find themselves stalked by a masked killer and horrifically murdered one by one...only to wake up and find themselves back at the beginning of the same evening.",Every night a different nightmare.,David F. Sandberg,"Ella Rubin, Michael Cimino, Belmont Cameli, Maia Mitchell, Peter Stormare","PlayStation Productions, Coin Operated, Mångata, Vertigo Entertainment, Screen Gems, TSG Entertainment",United States of America,R,"witch, haunting, abandoned house, survival, memory loss, time loop, bear trap, slasher, exploding body, death",https://image.tmdb.org/t/p/w500/bLY5yN4MKVynZ2HMZWElTOGBgBe.jpg,https://www.themoviedb.org/movie/1232546
80321,tt1277953,Madagascar 3: Europe's Most Wanted,Madagascar 3: Europe's Most Wanted,en,2012-06-06,2012,93,"Animation, Family, Comedy, Adventure",8.6155,6.6,6509,145000000,746921274,"Animal pals Alex, Marty, Melman, and Gloria are still trying to make it back to New York's Central Park Zoo. They are forced to take a detour to Europe to find the penguins and chimps who broke the bank at a Monte Carlo casino. When French animal-control officer Capitaine Chantel DuBois picks up their scent, Alex and company are forced to hide out in a traveling circus.",They have one shot to get back home.,"Eric Darnell, Tom McGrath, Conrad Vernon","Ben Stiller, Chris Rock, David Schwimmer, Jada Pinkett Smith, Frances McDormand","DreamWorks Animation, Pacific Data Images",United States of America,PG,"friendship, circus, lion, zoo, hippopotamus, giraffe, penguin, cartoon, villain, zebra",https://image.tmdb.org/t/p/w500/ekraj4ksvIKeuvQVEevEJkuybZd.jpg,https://www.themoviedb.org/movie/80321
615453,tt10627720,Ne Zha,哪吒之魔童降世,zh,2019-07-26,2019,110,"Animation, Fantasy, Adventure",8.6136,7.9,834,22000000,742718496,"A young boy is born as the reincarnation of a demonic power, into a society that hates and fears him. Destined by prophecy to bring destruction to the world, Nezha must choose between good and evil to see if he can change his fate.",Fight your fate,Jiao Zi,"Lu Yanting, Joseph, Han Mo, Chen Hao, Lu Qi","Beijing Enlight Pictures, Horgos Coloroom Pictures, October Media, Chengdu Coco Cartoon",China,NR,"fight, magic, dragon, demon, dark fantasy, based on myths, legends or folklore, 3d animation, nezha, donghua",https://image.tmdb.org/t/p/w500/phM9bb6s9c60LA8qwsdk7U1N2cS.jpg,https://www.themoviedb.org/movie/615453
